fighter_1,fighter_2,result,event,event_date,event_year,f1_age,f1_avg_body_landed,f1_avg_clinch_landed,f1_avg_distance_landed,f1_avg_ground_landed,f1_avg_head_landed,f1_avg_leg_landed,f1_avg_reversals,f1_avg_sig_str_landed,f1_avg_sig_str_received,f1_avg_sub_attempts,f1_avg_td_landed,f1_avg_td_received,f1_ctrl_time_differential,f1_days_inactive,f1_dec_rate,f1_elo,f1_exp_ratio,f1_finish_rate,f1_height_in,f1_kd_differential,f1_ko_rate,f1_lose_streak,f1_momentum,f1_reach_in,f1_recent_win_rate,f1_sig_str_accuracy,f1_sig_str_defense,f1_southpaw,f1_striking_volume,f1_sub_rate,f1_td_accuracy,f1_td_defense,f1_total_fights,f1_win_rate,f1_win_streak,f2_age,f2_avg_body_landed,f2_avg_clinch_landed,f2_avg_distance_landed,f2_avg_ground_landed,f2_avg_head_landed,f2_avg_leg_landed,f2_avg_reversals,f2_avg_sig_str_landed,f2_avg_sig_str_received,f2_avg_sub_attempts,f2_avg_td_landed,f2_avg_td_received,f2_ctrl_time_differential,f2_days_inactive,f2_dec_rate,f2_elo,f2_exp_ratio,f2_finish_rate,f2_height_in,f2_kd_differential,f2_ko_rate,f2_lose_streak,f2_momentum,f2_reach_in,f2_recent_win_rate,f2_sig_str_accuracy,f2_sig_str_defense,f2_southpaw,f2_striking_volume,f2_sub_rate,f2_td_accuracy,f2_td_defense,f2_total_fights,f2_win_rate,f2_win_streak,delta_age,delta_avg_body_landed,delta_avg_clinch_landed,delta_avg_distance_landed,delta_avg_ground_landed,delta_avg_head_landed,delta_avg_leg_landed,delta_avg_reversals,delta_avg_sig_str_landed,delta_avg_sig_str_received,delta_avg_sub_attempts,delta_avg_td_landed,delta_avg_td_received,delta_ctrl_time_differential,delta_days_inactive,delta_dec_rate,delta_elo,delta_exp_ratio,delta_finish_rate,delta_height_in,delta_kd_differential,delta_ko_rate,delta_lose_streak,delta_momentum,delta_reach_in,delta_recent_win_rate,delta_sig_str_accuracy,delta_sig_str_defense,delta_southpaw,delta_striking_volume,delta_sub_rate,delta_td_accuracy,delta_td_defense,delta_total_fights,delta_win_rate,delta_win_streak
Mark Hominick,Bryan Caraway,1,WEC 46: Varner vs. Henderson,2010-01-10,2010,27.471594798083505,4.2,2.2,17.2,0.2,13.6,1.8,0.0,19.6,17.4,1.0,0.0,0.6,-19.599999999999998,540.0,0.3333333333333333,1515.1824604771678,0.7142857142857143,0.6666666666666666,68.0,0.0,0.0,0,0.0,68.0,0.6,0.2934131736526946,0.7835820895522388,0.0,37.0,0.6666666666666666,0.0,0.8571428571428572,5,0.6,1,25.43463381245722,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0,46.0,205.0,0.5,1533.2354323251725,0.2857142857142857,0.5,68.0,0.0,0.0,0,0.0,68.0,1.0,1.0,0.33333333333333337,0.0,1.5,0.5,1.0,0.0,2,1.0,2,2.0369609856262834,4.2,2.2,16.7,0.2,13.1,1.8,0.0,19.1,16.4,0.5,-0.5,0.6,-65.6,335,-0.16666666666666669,-18.052971848004745,0.4285714285714286,0.16666666666666663,0,0.0,0.0,0,0.0,0.0,-0.4,-0.7065868263473054,0.4502487562189055,0.0,35.5,0.16666666666666663,-1.0,0.8571428571428572,3,-0.4,-1
Raphael Assuncao,Urijah Faber,0,WEC 46: Varner vs. Henderson,2010-01-10,2010,27.479808350444902,7.5,7.5,29.5,7.0,25.0,11.5,0.5,44.0,22.5,1.5,1.5,0.5,189.0,92.0,1.0,1531.263693206478,0.18181818181818182,0.0,65.0,0.5,0.0,0,0.0,66.0,1.0,0.42105263157894735,0.6739130434782609,0.0,66.5,0.0,0.42857142857142855,0.75,2,1.0,2,30.661190965092402,4.111111111111111,3.6666666666666665,11.88888888888889,7.777777777777778,17.666666666666668,1.5555555555555556,0.5555555555555556,23.333333333333332,16.88888888888889,0.8888888888888888,1.1111111111111112,1.4444444444444444,-39.55555555555556,217.0,0.14285714285714285,1565.4926976952638,0.8181818181818182,0.8571428571428571,66.0,0.1111111111111111,0.2857142857142857,1,-0.1777777777777778,67.0,0.6,0.410958904109589,0.6688453159041394,0.0,40.22222222222222,0.5714285714285714,0.47619047619047616,0.45833333333333337,9,0.7777777777777778,0,-3.1813826146475,3.3888888888888893,3.8333333333333335,17.61111111111111,-0.7777777777777777,7.333333333333332,9.944444444444445,-0.05555555555555558,20.666666666666668,5.611111111111111,0.6111111111111112,0.38888888888888884,-0.9444444444444444,228.55555555555554,-125,0.8571428571428572,-34.229004488785904,-0.6363636363636365,-0.8571428571428571,-1,0.3888888888888889,-0.2857142857142857,-1,0.1777777777777778,-1.0,0.4,0.010093727469358327,0.005067727574121439,0.0,26.27777777777778,-0.5714285714285714,-0.047619047619047616,0.29166666666666663,-7,0.2222222222222222,2
Dave Jansen,Kamal Shalorus,0,WEC 46: Varner vs. Henderson,2010-01-10,2010,30.390143737166323,5.0,6.0,12.0,7.0,18.0,2.0,0.0,25.0,38.0,2.0,8.0,1.0,362.0,92.0,1.0,1516.787950616925,0.5,0.0,69.0,0.0,0.0,0,0.0,73.0,1.0,0.3048780487804878,0.5869565217391304,0.0,63.0,0.0,0.47058823529411764,0.75,1,1.0,1,37.37166324435318,2.0,1.0,11.0,3.0,11.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,25.0,53.0,0.0,1516.0,0.5,1.0,68.0,2.0,1.0,0,0.0,68.0,1.0,0.5769230769230769,1.0,0.0,15.0,0.0,0.0,0.0,1,1.0,1,-6.9815195071868565,3.0,5.0,1.0,4.0,7.0,0.0,0.0,10.0,38.0,2.0,8.0,1.0,337.0,39,1.0,0.7879506169249453,0.0,-1.0,1,-2.0,-1.0,0,0.0,5.0,0.0,-0.2720450281425891,-0.4130434782608696,0.0,48.0,0.0,0.47058823529411764,0.75,0,0.0,0
Coty Wheeler,Will Campuzano,0,WEC 46: Varner vs. Henderson,2010-01-10,2010,31.249828884325805,5.0,2.3333333333333335,17.0,1.6666666666666667,4.0,12.0,0.6666666666666666,21.0,37.0,2.3333333333333335,0.6666666666666666,2.0,-162.66666666666666,92.0,0.0,1484.6432270009082,0.75,1.0,66.0,0.0,0.0,1,0.0,67.0,0.3333333333333333,0.2226148409893993,0.5296610169491525,0.0,58.0,1.0,0.6666666666666666,0.33333333333333337,3,0.3333333333333333,0,23.6249144421629,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,-46.0,92.0,0.0,1484.736378392818,0.25,0.0,69.0,0.0,0.0,1,0.0,70.0,0.0,0.3,0.6666666666666667,0.0,8.0,0.0,0.0,0.0,1,0.0,0,7.624914442162904,5.0,2.3333333333333335,14.0,1.6666666666666667,1.0,12.0,0.6666666666666666,18.0,32.0,2.3333333333333335,0.6666666666666666,1.0,-116.66666666666666,0,0.0,-0.0931513919099416,0.5,1.0,-3,0.0,0.0,0,0.0,-3.0,0.3333333333333333,-0.0773851590106007,-0.13700564971751428,0.0,50.0,1.0,0.6666666666666666,0.33333333333333337,2,0.3333333333333333,0
Mackens Semerzier,Deividas Taurosevicius,0,WEC 46: Varner vs. Henderson,2010-01-10,2010,29.1854893908282,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,-81.0,92.0,0.0,1517.4358728782763,0.5,1.0,69.0,0.0,0.0,0,0.0,72.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1,1.0,1,32.369609856262834,1.0,2.0,31.0,6.0,21.0,17.0,0.0,39.0,37.0,0.0,0.0,2.0,-59.0,92.0,1.0,1515.2975328274754,0.5,0.0,69.0,0.0,0.0,0,0.0,68.0,1.0,0.3611111111111111,0.6185567010309279,1.0,76.0,0.0,0.0,0.33333333333333337,1,1.0,1,-3.184120465434635,-1.0,-2.0,-31.0,-5.0,-20.0,-17.0,0.0,-38.0,-36.0,1.0,0.0,-1.0,-22.0,0,-1.0,2.1383400508009345,0.0,1.0,0,0.0,0.0,0,0.0,4.0,0.0,0.6388888888888888,-0.6185567010309279,-1.0,-74.0,1.0,0.0,-0.33333333333333337,0,0.0,0
Jamie Varner,Benson Henderson,0,WEC 46: Varner vs. Henderson,2010-01-10,2010,25.245722108145106,3.3333333333333335,4.5,9.833333333333334,10.833333333333334,20.333333333333332,1.5,0.0,25.166666666666668,14.666666666666666,0.6666666666666666,4.0,0.8333333333333334,187.5,350.0,0.2,1566.4165820196558,0.6666666666666666,0.8,68.0,0.6666666666666666,0.6,0,0.16666666666666663,71.0,1.0,0.2903846153846154,0.6691729323308271,0.0,39.833333333333336,0.2,0.5714285714285714,0.4444444444444444,6,0.8333333333333334,5,26.151950718685832,6.666666666666667,5.666666666666667,1.3333333333333333,11.0,9.666666666666666,1.6666666666666667,0.0,18.0,10.0,1.0,5.333333333333333,0.3333333333333333,194.66666666666669,92.0,0.3333333333333333,1548.702843775151,0.3333333333333333,0.6666666666666666,69.0,0.0,0.3333333333333333,0,0.0,70.0,1.0,0.4576271186440678,0.5945945945945945,1.0,28.0,0.3333333333333333,0.45714285714285713,0.5,3,1.0,3,-0.906228610540726,-3.3333333333333335,-1.166666666666667,8.5,-0.16666666666666607,10.666666666666666,-0.16666666666666674,0.0,7.166666666666668,4.666666666666666,-0.33333333333333337,-1.333333333333333,0.5,-7.166666666666686,258,-0.1333333333333333,17.71373824450484,0.3333333333333333,0.13333333333333341,-1,0.6666666666666666,0.26666666666666666,0,0.16666666666666663,1.0,0.0,-0.1672425032594524,0.07457833773623257,-1.0,11.833333333333336,-0.1333333333333333,0.11428571428571427,-0.05555555555555558,3,-0.16666666666666663,2
Eddie Wineland,George Roop,1,WEC 46: Varner vs. Henderson,2010-01-10,2010,25.541409993155373,4.25,2.75,25.0,0.75,20.5,3.75,0.0,28.5,27.0,0.5,0.25,1.5,-157.25,92.0,0.5,1500.7393356265404,0.5714285714285714,0.5,67.0,0.5,0.5,0,0.0,69.0,0.5,0.24782608695652175,0.7677419354838709,0.0,55.5,0.0,1.0,0.6842105263157895,4,0.5,1,28.16700889801506,5.666666666666667,4.0,23.333333333333332,2.0,19.666666666666668,4.0,0.3333333333333333,29.333333333333332,24.666666666666668,0.0,0.3333333333333333,3.6666666666666665,-263.0,155.0,1.0,1484.8690396841944,0.42857142857142855,0.0,73.0,0.0,0.0,1,0.0,72.0,0.3333333333333333,0.2543352601156069,0.5647058823529412,0.0,54.0,0.0,1.0,0.6206896551724138,3,0.3333333333333333,0,-2.625598904859686,-1.416666666666667,-1.25,1.6666666666666679,-1.25,0.8333333333333321,-0.25,-0.3333333333333333,-0.8333333333333321,2.333333333333332,0.5,-0.08333333333333331,-2.1666666666666665,105.75,-63,-0.5,15.870295942346047,0.14285714285714285,0.5,-6,0.5,0.5,-1,0.0,-3.0,0.16666666666666669,-0.006509173159085169,0.20303605313092976,0.0,1.5,0.0,0.0,0.06352087114337568,1,0.16666666666666669,1
Tom Lawlor,Aaron Simpson,0,UFC Fight Night: Maynard vs Diaz,2010-01-11,2010,26.661190965092402,0.0,1.0,0.0,6.0,7.0,0.0,0.0,7.0,5.5,0.5,3.5,0.0,260.5,184.0,0.5,1532.0679318707173,0.4,0.5,72.0,0.0,0.0,0,0.0,74.0,1.0,0.6086956521739131,0.5925925925925926,1.0,12.5,0.5,0.3684210526315789,0.0,2,1.0,2,35.4798083504449,1.6666666666666667,1.6666666666666667,4.0,9.0,11.666666666666666,1.3333333333333333,0.0,14.666666666666666,3.0,0.0,1.3333333333333333,0.0,84.0,135.0,0.0,1545.9833003154638,0.6,1.0,72.0,1.0,1.0,0,0.0,73.0,1.0,0.5238095238095238,0.775,0.0,17.666666666666664,0.0,1.0,0.0,3,1.0,3,-8.818617385352496,-1.6666666666666667,-0.6666666666666667,-4.0,-3.0,-4.666666666666666,-1.3333333333333333,0.0,-7.666666666666666,2.5,0.5,2.166666666666667,0.0,176.5,49,0.5,-13.915368444746491,-0.19999999999999996,-0.5,0,-1.0,-1.0,0,0.0,1.0,0.0,0.08488612836438925,-0.18240740740740746,1.0,-5.166666666666664,0.5,-0.631578947368421,0.0,-1,0.0,-1
Brad Blackburn,Amir Sadollah,0,UFC Fight Night: Maynard vs Diaz,2010-01-11,2010,32.63244353182751,8.333333333333334,3.0,56.333333333333336,6.666666666666667,43.333333333333336,14.333333333333334,0.0,66.0,37.0,0.3333333333333333,0.0,0.3333333333333333,69.33333333333333,205.0,0.6666666666666666,1547.131316410096,0.5,0.3333333333333333,70.0,1.6666666666666667,0.3333333333333333,0,0.0,73.0,1.0,0.363302752293578,0.7218045112781954,0.0,103.0,0.0,0.0,0.9090909090909091,3,1.0,3,29.374401095140314,18.0,21.333333333333332,24.666666666666668,0.0,18.0,10.0,0.0,46.0,21.333333333333332,0.6666666666666666,0.0,0.6666666666666666,19.33333333333333,51.0,0.5,1515.0260445107842,0.5,0.5,70.0,-0.3333333333333333,0.0,0,0.0,75.0,0.6666666666666666,0.5847457627118644,0.6257309941520468,0.0,67.33333333333333,0.5,0.0,0.6,3,0.6666666666666666,1,3.258042436687198,-9.666666666666666,-18.333333333333332,31.666666666666668,6.666666666666667,25.333333333333336,4.333333333333334,0.0,20.0,15.666666666666668,-0.3333333333333333,0.0,-0.3333333333333333,50.0,154,0.16666666666666663,32.105271899311674,0.0,-0.16666666666666669,0,2.0,0.3333333333333333,0,0.0,-2.0,0.33333333333333337,-0.2214430104182864,0.09607351712614864,0.0,35.66666666666667,-0.5,0.0,0.3090909090909091,0,0.33333333333333337,2
Thiago Tavares,Nik Lentz,1,UFC Fight Night: Maynard vs Diaz,2010-01-11,2010,25.17453798767967,3.4285714285714284,2.142857142857143,7.571428571428571,6.714285714285714,12.285714285714286,0.7142857142857143,0.7142857142857143,16.428571428571427,22.428571428571427,1.5714285714285714,3.142857142857143,1.1428571428571428,40.428571428571445,345.0,0.75,1500.0,0.875,0.25,67.0,-0.42857142857142855,0.0,0,-0.17142857142857137,70.0,0.4,0.4092526690391459,0.5501432664756447,0.0,38.857142857142854,0.25,0.4074074074074074,0.6,7,0.5714285714285714,1,25.412731006160165,24.0,13.0,36.0,18.0,35.0,8.0,0.0,67.0,29.0,4.0,4.0,4.0,-142.0,114.0,1.0,1500.0,0.125,0.0,68.0,0.0,0.0,0,0.0,68.0,1.0,0.49264705882352944,0.7363636363636363,0.0,96.0,0.0,0.8,0.4285714285714286,1,1.0,1,-0.23819301848049435,-20.571428571428573,-10.857142857142858,-28.42857142857143,-11.285714285714285,-22.714285714285715,-7.285714285714286,0.7142857142857143,-50.57142857142857,-6.571428571428573,-2.428571428571429,-0.8571428571428572,-2.857142857142857,182.42857142857144,231,-0.25,0.0,0.75,0.25,-1,-0.42857142857142855,0.0,0,-0.17142857142857137,2.0,-0.6,-0.08339438978438352,-0.18622036988799162,0.0,-57.142857142857146,0.25,-0.39259259259259266,0.17142857142857137,6,-0.4285714285714286,0
Rick Story,Jesse Lennox,1,UFC Fight Night: Maynard vs Diaz,2010-01-11,2010,25.371663244353183,7.5,3.5,10.0,6.0,11.0,1.0,1.5,19.5,18.5,3.0,3.5,2.0,47.0,114.0,0.0,1501.4387739660467,0.5,1.0,69.0,0.0,0.0,0,0.0,71.0,0.5,0.30952380952380953,0.7196969696969697,1.0,38.0,1.0,0.875,0.6666666666666667,2,0.5,1,27.84120465434634,7.5,12.5,17.0,7.0,28.0,1.0,0.5,36.5,30.5,0.0,1.0,1.0,39.5,156.0,0.0,1532.6855401389237,0.5,1.0,69.0,0.0,1.0,0,0.0,72.0,1.0,0.4451219512195122,0.5960264900662251,0.0,67.0,0.0,0.6666666666666666,0.33333333333333337,2,1.0,2,-2.4695414099931554,0.0,-9.0,-7.0,-1.0,-17.0,0.0,1.0,-17.0,-12.0,3.0,2.5,1.0,7.5,-42,0.0,-31.24676617287696,0.0,0.0,0,0.0,-1.0,0,0.0,-1.0,-0.5,-0.13559814169570267,0.12367047963074462,1.0,-29.0,1.0,0.20833333333333337,0.33333333333333337,0,-0.5,-1
Jesse Forbes,Nick Catone,0,UFC Fight Night: Maynard vs Diaz,2010-01-11,2010,25.215605749486652,2.0,3.0,5.5,0.5,5.0,2.0,0.0,9.0,33.5,0.5,1.0,1.0,-122.5,859.0,0.0,1468.736306793522,0.4,0.0,74.0,0.0,0.0,2,0.0,75.0,0.0,0.375,0.39639639639639634,1.0,42.5,0.0,1.0,0.33333333333333337,2,0.0,0,28.361396303901437,6.0,4.666666666666667,7.666666666666667,13.666666666666666,18.666666666666668,1.3333333333333333,0.0,26.0,21.333333333333332,1.0,3.3333333333333335,1.0,157.0,135.0,0.0,1485.444294116218,0.6,1.0,72.0,0.0,0.0,2,0.0,72.0,0.3333333333333333,0.5454545454545454,0.5524475524475525,1.0,47.33333333333333,1.0,0.7692307692307693,0.8333333333333334,3,0.3333333333333333,0,-3.145790554414784,-4.0,-1.666666666666667,-2.166666666666667,-13.166666666666666,-13.666666666666668,0.6666666666666667,0.0,-17.0,12.166666666666668,-0.5,-2.3333333333333335,0.0,-279.5,724,0.0,-16.707987322696,-0.19999999999999996,-1.0,2,0.0,0.0,0,0.0,3.0,-0.3333333333333333,-0.17045454545454541,-0.15605115605115616,0.0,-4.833333333333329,-1.0,0.23076923076923073,-0.5,-1,-0.3333333333333333,0
Kyle Bradley,Rafael Dos Anjos,0,UFC Fight Night: Maynard vs Diaz,2010-01-11,2010,27.397672826830938,3.3333333333333335,1.6666666666666667,5.666666666666667,1.0,4.666666666666667,0.3333333333333333,0.0,8.333333333333334,12.666666666666666,0.0,0.3333333333333333,0.3333333333333333,-10.333333333333334,233.0,0.0,1470.335778388058,0.5,1.0,69.0,-0.3333333333333333,1.0,0,0.0,71.0,0.3333333333333333,0.4032258064516129,0.5365853658536586,0.0,21.0,0.0,0.5,0.5,3,0.3333333333333333,1,25.21013004791239,2.3333333333333335,2.6666666666666665,24.666666666666668,1.6666666666666667,14.333333333333334,12.333333333333334,0.3333333333333333,29.0,39.333333333333336,1.6666666666666667,2.0,0.3333333333333333,79.33333333333333,114.0,1.0,1490.2083511497588,0.5,0.0,68.0,-0.3333333333333333,0.0,0,0.0,70.0,0.3333333333333333,0.2744479495268139,0.7262180974477959,1.0,68.33333333333334,0.0,0.3157894736842105,0.8,3,0.3333333333333333,1,2.187542778918548,1.0,-0.9999999999999998,-19.0,-0.6666666666666667,-9.666666666666668,-12.0,-0.3333333333333333,-20.666666666666664,-26.66666666666667,-1.6666666666666667,-1.6666666666666667,0.0,-89.66666666666666,119,-1.0,-19.872572761700667,0.0,1.0,1,0.0,1.0,0,0.0,1.0,0.0,0.12877785692479898,-0.1896327315941373,-1.0,-47.33333333333334,0.0,0.1842105263157895,-0.30000000000000004,0,0.0,0
Gray Maynard,Nate Diaz,1,UFC Fight Night: Maynard vs Diaz,2010-01-11,2010,30.677618069815196,4.857142857142857,2.7142857142857144,11.714285714285714,7.0,16.428571428571427,0.14285714285714285,0.42857142857142855,21.428571428571427,16.714285714285715,1.0,3.142857142857143,0.42857142857142855,262.14285714285717,117.0,0.8333333333333334,1593.7106526852463,0.35,0.16666666666666666,69.0,0.2857142857142857,0.16666666666666666,0,0.1428571428571429,70.0,1.0,0.3712871287128713,0.7304147465437788,0.0,38.14285714285714,0.0,0.7586206896551724,0.8125,7,0.8571428571428571,6,24.739219712525667,2.6153846153846154,5.923076923076923,7.384615384615385,8.76923076923077,16.46153846153846,3.0,0.46153846153846156,22.076923076923077,16.0,1.4615384615384615,1.5384615384615385,2.5384615384615383,-96.0,117.0,0.1,1584.0415575020183,0.65,0.8999999999999999,72.0,0.0,0.2,0,-0.1692307692307693,76.0,0.6,0.4541139240506329,0.5174013921113689,1.0,38.07692307692308,0.7,0.425531914893617,0.42105263157894735,13,0.7692307692307693,1,5.938398357289529,2.2417582417582413,-3.208791208791209,4.3296703296703285,-1.76923076923077,-0.03296703296703285,-2.857142857142857,-0.032967032967033016,-0.6483516483516496,0.7142857142857153,-0.46153846153846145,1.6043956043956042,-2.10989010989011,358.14285714285717,0,0.7333333333333334,9.66909518322791,-0.30000000000000004,-0.7333333333333333,-3,0.2857142857142857,-0.033333333333333354,0,0.3120879120879122,-6.0,0.4,-0.0828267953377616,0.21301335443240987,-1.0,0.0659340659340586,-0.7,0.33308877476155535,0.39144736842105265,-6,0.08791208791208782,5
Jay Silva,Chris Leben,0,UFC Fight Night: Maynard vs Diaz,2010-01-11,2010,28.632443531827516,5.0,3.0,13.0,3.0,14.0,0.0,1.0,19.0,32.0,2.0,0.0,6.0,-540.0,117.0,0.0,1484.0648035462964,0.058823529411764705,0.0,74.0,0.0,0.0,1,0.0,,0.0,0.4318181818181818,0.4181818181818182,1.0,51.0,0.0,0.0,0.4,1,0.0,0,29.475701574264203,4.625,8.75,10.1875,5.0,14.8125,4.5,0.0,23.9375,22.3125,0.25,0.8125,1.25,28.3125,135.0,0.2,1539.4968738346554,0.9411764705882353,0.8,71.0,0.25,0.6,2,-0.22499999999999998,73.0,0.4,0.4091880341880342,0.5122950819672132,1.0,46.25,0.2,0.48148148148148145,0.5121951219512195,16,0.625,0,-0.8432580424366876,0.375,-5.75,2.8125,-2.0,-0.8125,-4.5,1.0,-4.9375,9.6875,1.75,-0.8125,4.75,-568.3125,-18,-0.2,-55.432070288359,-0.8823529411764706,-0.8,3,-0.25,-0.6,-1,0.22499999999999998,0.0,-0.4,0.022630147630147646,-0.09411326378539497,0.0,4.75,-0.2,-0.48148148148148145,-0.1121951219512195,-15,-0.625,0
Evan Dunham,Efrain Escudero,1,UFC Fight Night: Maynard vs Diaz,2010-01-11,2010,28.06570841889117,1.0,1.0,29.0,5.5,32.5,2.0,0.0,35.5,18.0,0.5,0.5,2.0,-96.0,135.0,0.5,1531.0109601803067,0.5,0.5,70.0,1.0,0.5,0,0.0,70.0,1.0,0.3776595744680851,0.6869565217391305,1.0,53.5,0.0,1.0,0.75,2,1.0,2,23.98904859685147,2.0,3.0,6.0,9.5,8.5,8.0,0.0,18.5,13.0,0.0,4.0,0.0,243.0,114.0,0.5,1533.3468307831195,0.5,0.5,69.0,0.5,0.5,0,0.0,71.0,1.0,0.4805194805194805,0.7592592592592593,0.0,31.5,0.0,0.8888888888888888,1.0,2,1.0,2,4.076659822039698,-1.0,-2.0,23.0,-4.0,24.0,-6.0,0.0,17.0,5.0,0.5,-3.5,2.0,-339.0,21,0.0,-2.335870602812747,0.0,0.0,1,0.5,0.0,0,0.0,-1.0,0.0,-0.10285990605139539,-0.07230273752012883,1.0,22.0,0.0,0.11111111111111116,-0.25,0,0.0,0
Melvin Manhoef,Robbie Lawler,0,Strikeforce - Miami,2010-01-30,2010,33.72210814510609,0.8571428571428571,2.7142857142857144,2.7142857142857144,4.714285714285714,9.0,0.2857142857142857,0.14285714285714285,10.142857142857142,1.5714285714285714,0.0,0.14285714285714285,0.42857142857142855,0.0,30.0,0.0,1548.7432406776259,0.3684210526315789,1.0,69.0,0.5714285714285714,1.0,0,0.02857142857142858,,0.6,0.5819672131147541,0.6944444444444444,0.0,11.714285714285714,0.0,0.25,0.7272727272727273,7,0.5714285714285714,1,27.865845311430526,6.333333333333333,10.333333333333334,13.583333333333334,3.8333333333333335,20.583333333333332,0.8333333333333334,0.08333333333333333,27.75,23.083333333333332,0.0,1.1666666666666667,0.25,50.91666666666666,238.0,0.2857142857142857,1540.9837521411232,0.631578947368421,0.7142857142857143,71.0,0.5833333333333333,0.7142857142857143,1,0.016666666666666607,74.0,0.6,0.4375821287779238,0.6609547123623011,1.0,50.83333333333333,0.0,0.7777777777777778,0.8,12,0.5833333333333334,0,5.856262833675565,-5.476190476190476,-7.6190476190476195,-10.86904761904762,0.8809523809523809,-11.583333333333332,-0.5476190476190477,0.05952380952380952,-17.607142857142858,-21.51190476190476,0.0,-1.023809523809524,0.17857142857142855,-50.91666666666666,-208,-0.2857142857142857,7.7594885365026585,-0.2631578947368421,0.2857142857142857,-2,-0.011904761904761862,0.2857142857142857,-1,0.011904761904761973,0.0,0.0,0.14438508433683028,0.03348973208214334,-1.0,-39.11904761904761,0.0,-0.5277777777777778,-0.07272727272727275,-5,-0.011904761904761973,1
Nick Diaz,Marius Zaromskis,1,Strikeforce - Miami,2010-01-30,2010,26.496919917864478,7.894736842105263,12.105263157894736,32.73684210526316,4.894736842105263,39.21052631578947,2.6315789473684212,0.21052631578947367,49.73684210526316,23.36842105263158,1.0,1.3157894736842106,1.263157894736842,-26.0,238.0,0.07692307692307693,1601.9455200084249,0.8260869565217391,0.9230769230769231,73.0,0.2631578947368421,0.6153846153846154,0,0.3157894736842105,76.0,1.0,0.4159330985915493,0.6752011704462326,1.0,73.10526315789474,0.3076923076923077,0.35714285714285715,0.6470588235294117,19,0.6842105263157895,5,29.503080082135522,3.75,3.75,17.75,1.75,15.75,3.75,0.0,23.25,16.5,0.0,0.25,1.25,0.0,97.0,0.25,1577.476268862838,0.17391304347826086,0.75,69.0,0.75,0.75,0,0.0,,1.0,0.40086206896551724,0.6140350877192983,0.0,39.75,0.0,1.0,0.5833333333333333,4,1.0,4,-3.0061601642710443,4.144736842105263,8.355263157894736,14.986842105263158,3.144736842105263,23.460526315789473,-1.1184210526315788,0.21052631578947367,26.486842105263158,6.868421052631579,1.0,1.0657894736842106,0.013157894736842035,-26.0,141,-0.17307692307692307,24.469251145586895,0.6521739130434783,0.17307692307692313,4,-0.4868421052631579,-0.13461538461538458,0,0.3157894736842105,0.0,0.0,0.015071029626032073,0.06116608272693436,1.0,33.35526315789474,0.3076923076923077,-0.6428571428571428,0.06372549019607843,15,-0.3157894736842105,1
Marloes Coenen,Cristiane Justino,0,Strikeforce - Miami,2010-01-30,2010,28.83504449007529,0.0,2.0,5.0,0.0,6.0,1.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,84.0,0.0,1516.0,0.2,1.0,69.0,0.0,0.0,0,0.0,67.0,1.0,0.5384615384615384,0.7692307692307692,0.0,10.0,1.0,0.0,0.0,1,1.0,1,24.56125941136208,5.0,11.75,29.0,12.25,43.5,4.5,0.25,53.0,18.0,0.75,0.25,0.0,66.75,168.0,0.25,1564.2046191148363,0.8,0.75,68.0,0.75,0.75,0,0.0,68.0,1.0,0.49074074074074076,0.5384615384615384,0.0,71.0,0.0,0.3333333333333333,1.0,4,1.0,4,4.27378507871321,-5.0,-9.75,-24.0,-12.25,-37.5,-3.5,-0.25,-46.0,-15.0,0.25,-0.25,0.0,-66.75,-84,-0.25,-48.204619114836305,-0.6000000000000001,0.25,1,-0.75,-0.75,0,0.0,-1.0,0.0,0.04772079772079768,0.23076923076923073,0.0,-61.0,1.0,-0.3333333333333333,-1.0,-3,0.0,-3
