fighter_1,fighter_2,result,event,event_date,event_year,f1_age,f1_avg_body_landed,f1_avg_clinch_landed,f1_avg_ground_landed,f1_avg_leg_landed,f1_avg_opp_elo_of_losses,f1_avg_sig_str_landed,f1_avg_sig_str_received,f1_avg_sub_attempts,f1_avg_td_landed,f1_avg_td_received,f1_chin_damage_score,f1_ctrl_time_differential,f1_days_inactive,f1_dec_rate,f1_elo,f1_exp_ratio,f1_finish_rate,f1_kd_differential,f1_ko_rate,f1_lose_streak,f1_momentum,f1_recent_damage_trend,f1_recent_opp_elo,f1_recent_win_rate,f1_sig_str_accuracy,f1_sig_str_defense,f1_southpaw,f1_sub_rate,f1_td_accuracy,f1_td_defense,f1_total_fights,f1_win_rate,f1_win_streak,f2_age,f2_avg_body_landed,f2_avg_clinch_landed,f2_avg_ground_landed,f2_avg_leg_landed,f2_avg_opp_elo_of_losses,f2_avg_sig_str_landed,f2_avg_sig_str_received,f2_avg_sub_attempts,f2_avg_td_landed,f2_avg_td_received,f2_chin_damage_score,f2_ctrl_time_differential,f2_days_inactive,f2_dec_rate,f2_elo,f2_exp_ratio,f2_finish_rate,f2_kd_differential,f2_ko_rate,f2_lose_streak,f2_momentum,f2_recent_damage_trend,f2_recent_opp_elo,f2_recent_win_rate,f2_sig_str_accuracy,f2_sig_str_defense,f2_southpaw,f2_sub_rate,f2_td_accuracy,f2_td_defense,f2_total_fights,f2_win_rate,f2_win_streak,delta_age,delta_avg_body_landed,delta_avg_clinch_landed,delta_avg_ground_landed,delta_avg_leg_landed,delta_avg_opp_elo_of_losses,delta_avg_sig_str_landed,delta_avg_sig_str_received,delta_avg_sub_attempts,delta_avg_td_landed,delta_avg_td_received,delta_chin_damage_score,delta_ctrl_time_differential,delta_days_inactive,delta_dec_rate,delta_elo,delta_exp_ratio,delta_finish_rate,delta_kd_differential,delta_ko_rate,delta_lose_streak,delta_momentum,delta_recent_damage_trend,delta_recent_opp_elo,delta_recent_win_rate,delta_sig_str_accuracy,delta_sig_str_defense,delta_southpaw,delta_sub_rate,delta_td_accuracy,delta_td_defense,delta_total_fights,delta_win_rate,delta_win_streak
Vladimir Matyushenko,Eliot Marshall,1,UFC Live: Vera vs Jones,2010-03-21,2010,39.20876112251882,3.125,3.5,7.75,2.5,1565.1114702669681,21.0,17.625,0.125,2.75,0.75,1.3341321087977784,63.375,183.0,0.8,1535.4044568673671,0.7272727272727273,0.2,-0.375,0.2,0,-0.025000000000000022,0.04018912529550822,1527.1546856993123,0.6,0.45901639344262296,0.5753012048192772,0.0,0.0,0.43137254901960786,0.7,8,0.625,1,29.702943189596166,3.0,1.3333333333333333,0.3333333333333333,5.666666666666667,1500.0,27.0,20.666666666666668,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,-66.33333333333333,183.0,0.6666666666666666,1546.570557801096,0.2727272727272727,0.3333333333333333,0.0,0.0,0,0.0,0.0,1505.133459196198,1.0,0.27364864864864863,0.7568627450980392,0.0,0.3333333333333333,1.0,0.8947368421052632,3,1.0,3,9.505817932922657,0.125,2.166666666666667,7.416666666666667,-3.166666666666667,65.11147026696813,-6.0,-3.041666666666668,-0.5416666666666666,2.4166666666666665,0.08333333333333337,1.3341321087977784,129.70833333333331,0,0.13333333333333341,-11.166100933728785,0.4545454545454546,-0.1333333333333333,-0.375,0.2,0,-0.025000000000000022,0.04018912529550822,22.02122650311435,-0.4,0.18536774479397433,-0.18156154027876203,0.0,-0.3333333333333333,-0.5686274509803921,-0.1947368421052632,5,-0.375,-2
Chase Gormley,Brendan Schaub,0,UFC Live: Vera vs Jones,2010-03-21,2010,26.60917180013689,4.0,2.0,5.0,0.0,1487.3274072571414,8.0,12.0,1.0,1.0,1.0,0.0,22.0,148.0,0.0,1483.4166642043276,0.5,0.0,0.0,0.0,1,0.0,0.0,1487.3274072571414,0.0,0.34782608695652173,0.25,0.0,0.0,1.0,0.0,1,0.0,0,27.00889801505818,0.0,3.0,0.0,0.0,1475.6651317760131,12.0,8.0,0.0,0.0,1.0,4.0,-83.0,106.0,0.0,1482.8811668942953,0.5,0.0,-1.0,0.0,1,0.0,0.0,1475.6651317760131,0.0,0.25,0.7714285714285715,0.0,0.0,0.0,0.5,1,0.0,0,-0.39972621492128724,4.0,-1.0,5.0,0.0,11.66227548112829,-4.0,4.0,1.0,1.0,0.0,-4.0,105.0,42,0.0,0.5354973100322695,0.0,0.0,1.0,0.0,0,0.0,0.0,11.66227548112829,0.0,0.09782608695652173,-0.5214285714285715,0.0,0.0,1.0,-0.5,0,0.0,0
Alessio Sakara,James Irvin,1,UFC Live: Vera vs Jones,2010-03-21,2010,28.54757015742642,2.4,3.3,9.1,0.2,1512.9033090047296,20.8,11.7,0.0,1.0,0.7,1.211508467210885,85.0,225.0,0.4,1521.4178733925426,0.5263157894736842,0.6,-0.09999999999999998,0.6,0,0.09999999999999998,0.5099715099715101,1529.6372155394479,0.6,0.4611973392461197,0.6213592233009708,0.0,0.0,0.7692307692307693,0.7307692307692308,10,0.5,2,31.520876112251884,0.8888888888888888,0.7777777777777778,0.7777777777777778,2.0,1553.6079098447815,4.666666666666667,9.0,0.1111111111111111,0.0,1.1111111111111112,1.3532971087708237,-94.55555555555556,610.0,0.0,1513.1136449281423,0.47368421052631576,0.75,0.1111111111111111,0.75,1,0.15555555555555556,-0.18518518518518523,1559.496956287292,0.6,0.5,0.3076923076923077,0.0,0.0,0.0,0.375,9,0.4444444444444444,0,-2.973305954825463,1.511111111111111,2.522222222222222,8.322222222222221,-1.8,-40.70460084005185,16.133333333333333,2.6999999999999993,-0.1111111111111111,1.0,-0.4111111111111112,-0.14178864155993876,179.55555555555554,-385,0.4,8.30422846440024,0.05263157894736842,-0.15000000000000002,-0.21111111111111108,-0.15000000000000002,-1,-0.05555555555555558,0.6951566951566953,-29.85974074784417,0.0,-0.03880266075388028,0.3136669156086631,0.0,0.0,0.7692307692307693,0.35576923076923084,1,0.05555555555555558,2
Paul Buentello,Cheick Kongo,0,UFC Live: Vera vs Jones,2010-03-21,2010,36.17522245037645,5.454545454545454,8.454545454545455,1.4545454545454546,2.090909090909091,1540.7177853546548,23.454545454545453,22.818181818181817,0.18181818181818182,0.09090909090909091,0.45454545454545453,0.638881881389716,-31.72727272727273,99.0,0.125,1563.7748307074867,0.5,0.875,0.18181818181818182,0.75,1,-0.12727272727272732,0.38778220451527234,1520.0830324250842,0.6,0.4777777777777778,0.5377532228360957,0.0,0.125,0.3333333333333333,0.6428571428571428,11,0.7272727272727273,0,34.84462696783025,8.636363636363637,12.454545454545455,9.545454545454545,9.181818181818182,1558.42521706617,32.90909090909091,13.909090909090908,0.2727272727272727,1.1818181818181819,2.3636363636363638,0.260078111699457,-47.27272727272728,99.0,0.2857142857142857,1547.507293699171,0.5,0.7142857142857143,0.09090909090909088,0.7142857142857143,2,-0.036363636363636376,-0.04139433551198246,1542.637672379794,0.6,0.6373239436619719,0.4476534296028881,0.0,0.0,0.6190476190476191,0.4901960784313726,11,0.6363636363636364,0,1.330595482546201,-3.1818181818181825,-4.0,-8.09090909090909,-7.090909090909091,-17.707431711515255,-9.454545454545453,8.909090909090908,-0.09090909090909088,-1.090909090909091,-1.9090909090909092,0.37880376969025903,15.54545454545455,0,-0.1607142857142857,16.267537008315685,0.0,0.1607142857142857,0.09090909090909094,0.0357142857142857,-1,-0.09090909090909094,0.4291765400272548,-22.554639954709728,0.0,-0.15954616588419407,0.0900997932332076,0.0,0.125,-0.28571428571428575,0.1526610644257702,0,0.09090909090909094,0
Jon Jones,Brandon Vera,1,UFC Live: Vera vs Jones,2010-03-21,2010,22.67214236824093,11.25,12.75,11.5,4.5,1565.0217526538836,39.0,21.75,0.25,2.5,0.0,0.0,96.25,106.0,0.6666666666666666,1533.4043718076307,0.23529411764705882,0.3333333333333333,0.25,0.0,1,0.0,-0.18773946360153249,1531.9361377953753,0.75,0.46017699115044247,0.6448979591836734,0.0,0.3333333333333333,0.625,1.0,4,0.75,0,32.4435318275154,5.615384615384615,9.923076923076923,2.1538461538461537,9.538461538461538,1585.115966945186,23.53846153846154,17.23076923076923,0.07692307692307693,0.38461538461538464,0.6923076923076923,0.2271284704472589,-50.46153846153847,127.0,0.2222222222222222,1565.6339956401785,0.7647058823529411,0.7777777777777777,0.5384615384615384,0.6666666666666666,1,-0.09230769230769231,0.6443452380952381,1533.6108597991274,0.6,0.5523465703971119,0.5573122529644269,0.0,0.1111111111111111,0.5555555555555556,0.71875,13,0.6923076923076923,0,-9.77138945927447,5.634615384615385,2.8269230769230766,9.346153846153847,-5.038461538461538,-20.094214291302478,15.46153846153846,4.51923076923077,0.17307692307692307,2.1153846153846154,-0.6923076923076923,-0.2271284704472589,146.71153846153845,-21,0.4444444444444444,-32.22962383254776,-0.5294117647058822,-0.44444444444444436,-0.28846153846153844,-0.6666666666666666,0,0.09230769230769231,-0.8320847016967706,-1.6747220037520947,0.15000000000000002,-0.09216957924666941,0.08758570621924655,0.0,0.2222222222222222,0.06944444444444442,0.28125,-9,0.05769230769230771,0
Shannon Gugerty,Clay Guida,0,UFC Live: Vera vs Jones,2010-03-21,2010,28.2217659137577,2.75,2.5,1.25,4.75,1537.2295848338335,10.75,13.0,1.25,1.25,0.0,0.226728905974189,112.75,127.0,0.0,1501.2200288495021,0.23529411764705882,1.0,-0.25,0.0,1,0.0,0.3076923076923077,1515.0580593050613,0.5,0.4095238095238095,0.5840000000000001,0.0,1.0,0.29411764705882354,1.0,4,0.5,0,28.281998631074607,4.923076923076923,5.0,15.538461538461538,6.461538461538462,1566.1130089058597,35.38461538461539,35.92307692307692,0.7692307692307693,4.384615384615385,0.7692307692307693,0.31566571963415396,240.53846153846152,99.0,0.7142857142857143,1529.2483331150709,0.7647058823529411,0.2857142857142857,0.07692307692307693,0.14285714285714285,2,0.06153846153846154,0.28979300499643124,1568.9770744045231,0.6,0.38461538461538464,0.63515625,0.0,0.14285714285714285,0.4222222222222222,0.6428571428571428,13,0.5384615384615384,0,-0.06023271731690727,-2.1730769230769234,-2.5,-14.288461538461538,-1.7115384615384617,-28.883424072026173,-24.634615384615387,-22.92307692307692,0.4807692307692307,-3.134615384615385,-0.7692307692307693,-0.08893681365996498,-127.78846153846152,28,-0.7142857142857143,-28.02830426556875,-0.5294117647058822,0.7142857142857143,-0.3269230769230769,-0.14285714285714285,-1,-0.06153846153846154,0.017899302695876473,-53.91901509946183,-0.09999999999999998,0.024908424908424875,-0.0511562499999999,0.0,0.8571428571428572,-0.12810457516339868,0.3571428571428572,-9,-0.038461538461538436,0
Eric Schafer,Jason Brilz,0,UFC Live: Vera vs Jones,2010-03-21,2010,32.498288843258045,2.0,2.3333333333333335,8.0,1.6666666666666667,1534.745640772617,15.666666666666666,19.666666666666668,1.3333333333333333,0.8333333333333334,0.5,1.302494070168475,29.66666666666667,148.0,0.0,1503.3997416292307,0.6666666666666666,1.0,-0.3333333333333333,0.3333333333333333,1,-0.09999999999999998,0.1355932203389829,1520.044922528035,0.4,0.43317972350230416,0.5830388692579505,0.0,0.6666666666666666,0.29411764705882354,0.5,6,0.5,0,34.704996577686515,4.666666666666667,8.0,14.333333333333334,6.333333333333333,1530.5304984710244,31.666666666666668,20.0,0.6666666666666666,1.6666666666666667,0.0,0.0,371.0,183.0,0.5,1515.3603182585227,0.3333333333333333,0.5,0.0,0.5,1,0.0,0.0,1510.9431690114786,0.6666666666666666,0.38,0.6774193548387097,0.0,0.0,0.2,0.0,3,0.6666666666666666,0,-2.20670773442847,-2.666666666666667,-5.666666666666666,-6.333333333333334,-4.666666666666666,4.21514230159255,-16.0,-0.33333333333333215,0.6666666666666666,-0.8333333333333334,0.5,1.302494070168475,-341.3333333333333,-35,-0.5,-11.960576629292063,0.3333333333333333,0.5,-0.3333333333333333,-0.16666666666666669,0,-0.09999999999999998,0.1355932203389829,9.1017535165563,-0.2666666666666666,0.053179723502304155,-0.09438048558075929,0.0,0.6666666666666666,0.09411764705882353,0.5,3,-0.16666666666666663,0
Katsunori Kikuno,Kuniyoshi Hironaka,1,DREAM 13,2010-03-22,2010,28.38877481177276,5.5,2.5,8.5,0.5,1539.7348987776863,18.0,11.0,1.0,0.5,1.0,0.0,0.0,148.0,0.0,1500.3887740063863,0.2,1.0,0.0,1.0,1,0.0,0.0,1511.8674493888432,0.5,0.4186046511627907,0.6944444444444444,0.0,0.0,1.0,0.6666666666666667,2,0.5,0,33.76043805612594,2.25,1.125,5.125,4.375,1537.392374986329,19.125,28.5,0.375,1.25,0.75,1.3295445427408321,-2.0,148.0,0.3333333333333333,1501.0779401671332,0.8,0.6666666666666666,-0.25,0.6666666666666666,0,0.025000000000000022,-0.005847953216374324,1524.8535712855646,0.4,0.3984375,0.5485148514851486,0.0,0.0,0.30303030303030304,0.25,8,0.375,1,-5.371663244353183,3.25,1.375,3.375,-3.875,2.34252379135728,-1.125,-17.5,0.625,-0.75,0.25,-1.3295445427408321,2.0,0,-0.3333333333333333,-0.6891661607469359,-0.6000000000000001,0.33333333333333337,0.25,0.33333333333333337,1,-0.025000000000000022,0.005847953216374324,-12.986121896721443,0.09999999999999998,0.02016715116279072,0.14592959295929586,0.0,0.0,0.696969696969697,0.41666666666666674,-6,0.125,-1
Andrews Nakahara,Ryo Chonan,0,DREAM 13,2010-03-22,2010,27.028062970568104,2.6666666666666665,4.333333333333333,6.666666666666667,8.666666666666666,1649.777343901208,21.0,6.0,0.0,0.0,1.3333333333333333,0.0,0.0,351.0,0.0,1530.1800469904204,0.2,1.0,0.6666666666666666,1.0,0,0.0,0.0,1508.538035778755,0.6666666666666666,0.5,0.6538461538461539,0.0,0.0,0.0,0.7333333333333334,3,0.6666666666666666,2,33.451060917180016,6.166666666666667,4.333333333333333,8.75,7.666666666666667,1539.6217699182048,29.666666666666668,25.416666666666668,0.25,0.5,1.9166666666666667,0.6367015028854127,10.916666666666671,338.0,0.8,1481.131463707656,0.8,0.2,-0.25,0.0,2,-0.21666666666666667,0.7180327868852456,1534.813910379688,0.2,0.4400494437577256,0.6206467661691542,0.0,0.2,0.42857142857142855,0.41025641025641024,12,0.4166666666666667,0,-6.422997946611911,-3.5000000000000004,0.0,-2.083333333333333,0.9999999999999991,110.15557398300325,-8.666666666666668,-19.416666666666668,-0.25,-0.5,-0.5833333333333335,-0.6367015028854127,-10.916666666666671,13,-0.8,49.04858328276441,-0.6000000000000001,0.8,0.9166666666666666,1.0,-2,0.21666666666666667,-0.7180327868852456,-26.275874600932866,0.4666666666666666,0.05995055624227441,0.0331993876769997,0.0,-0.2,-0.42857142857142855,0.32307692307692315,-9,0.24999999999999994,2
Siala Siliga,Josh Barnett,0,DREAM 13,2010-03-22,2010,39.45242984257358,1.0,0.0,3.0,0.0,1502.443338360363,3.0,5.0,0.0,1.0,0.0,0.0,0.0,446.0,0.0,1484.1125180348247,0.05263157894736842,0.0,0.0,0.0,1,0.0,0.0,1502.443338360363,0.0,0.2,0.5,0.0,0.0,0.5,0.0,1,0.0,0,32.36139630390144,8.5,7.444444444444445,7.944444444444445,2.4444444444444446,1640.833099723277,23.0,14.88888888888889,0.8888888888888888,0.6666666666666666,0.6111111111111112,0.28619362141479254,-21.166666666666664,422.0,0.15384615384615385,1639.5334280013515,0.9473684210526315,0.8461538461538463,0.0,0.38461538461538464,0,0.07777777777777783,-0.5970149253731343,1544.0060055487452,0.8,0.46,0.5994020926756353,0.0,0.46153846153846156,0.6666666666666666,0.56,18,0.7222222222222222,4,7.091033538672143,-7.5,-7.444444444444445,-4.944444444444445,-2.4444444444444446,-138.389761362914,-20.0,-9.88888888888889,-0.8888888888888888,0.33333333333333337,-0.6111111111111112,-0.28619362141479254,21.166666666666664,24,-0.15384615384615385,-155.42090996652678,-0.894736842105263,-0.8461538461538463,0.0,-0.38461538461538464,1,-0.07777777777777783,0.5970149253731343,-41.56266718838219,-0.8,-0.26,-0.09940209267563527,0.0,-0.46153846153846156,-0.16666666666666663,-0.56,-17,-0.7222222222222222,-4
Cole Escovedo,Yoshiro Maeda,1,DREAM 13,2010-03-22,2010,28.55852156057495,0.6666666666666666,0.6666666666666666,2.6666666666666665,6.0,1492.0,11.0,24.333333333333332,0.0,0.0,1.6666666666666667,1.4538386783284742,0.0,136.0,0.0,1485.4695015289756,0.2727272727272727,1.0,-0.6666666666666666,1.0,0,0.0,0.0,1494.6666666666667,0.3333333333333333,0.39285714285714285,0.5465838509316769,0.0,0.0,0.0,0.16666666666666663,3,0.3333333333333333,1,28.38877481177276,3.75,1.5,4.125,4.625,1504.4457082794518,14.625,15.75,0.5,1.625,0.125,1.2882980878277555,14.5,148.0,0.3333333333333333,1477.948145346537,0.7272727272727273,0.6666666666666666,-0.125,0.3333333333333333,0,0.025000000000000022,-0.28042328042328035,1503.8751309712754,0.4,0.3588957055214724,0.6227544910179641,1.0,0.3333333333333333,0.8666666666666667,0.75,8,0.375,1,0.16974674880218998,-3.0833333333333335,-0.8333333333333334,-1.4583333333333335,1.375,-12.445708279451765,-3.625,8.583333333333332,-0.5,-1.625,1.5416666666666667,0.1655405905007188,-14.5,-12,-0.3333333333333333,7.521356182438467,-0.4545454545454546,0.33333333333333337,-0.5416666666666666,0.6666666666666667,0,-0.025000000000000022,0.28042328042328035,-9.208464304608697,-0.06666666666666671,0.033961437335670475,-0.07617064008628716,-1.0,-0.3333333333333333,-0.8666666666666667,-0.5833333333333334,-5,-0.041666666666666685,0
Jimmy Ambriz,Ikuhisa Minowa,0,DREAM 13,2010-03-22,2010,40.15058179329227,0.5,0.0,0.0,2.0,1562.159186455032,2.5,29.5,0.0,0.5,0.0,4.54054054054054,0.0,545.0,0.0,1474.234144853746,0.07142857142857142,0.0,-1.5,0.0,2,0.0,0.0,1562.159186455032,0.0,0.19230769230769232,0.32183908045977017,1.0,0.0,0.25,1.0,2,0.0,0,34.19028062970568,1.2307692307692308,0.7692307692307693,3.269230769230769,0.2692307692307692,1542.912102662922,6.538461538461538,13.26923076923077,0.9230769230769231,1.1153846153846154,0.6538461538461539,0.34781373072247224,11.961538461538463,81.0,0.2,1596.6069692476754,0.9285714285714286,0.8,-0.038461538461538464,0.26666666666666666,0,0.22307692307692317,0.02995169082125604,1496.8587739385846,0.8,0.40669856459330145,0.4858420268256334,0.0,0.5333333333333333,0.4084507042253521,0.05555555555555558,26,0.5769230769230769,3,5.9603011635865855,-0.7307692307692308,-0.7692307692307693,-3.269230769230769,1.7307692307692308,19.24708379211006,-4.038461538461538,16.23076923076923,-0.9230769230769231,-0.6153846153846154,-0.6538461538461539,4.192726809818068,-11.961538461538463,464,-0.2,-122.37282439392925,-0.8571428571428572,-0.8,-1.4615384615384615,-0.26666666666666666,2,-0.22307692307692317,-0.02995169082125604,65.30041251644752,-0.8,-0.21439087228560913,-0.1640029463658632,1.0,-0.5333333333333333,-0.15845070422535212,0.9444444444444444,-24,-0.5769230769230769,-3
Joachim Hansen,Bibiano Fernandes,0,DREAM 13,2010-03-22,2010,30.822724161533195,3.4545454545454546,4.7272727272727275,6.181818181818182,2.1818181818181817,1559.9248067013507,19.09090909090909,19.636363636363637,1.2727272727272727,1.9090909090909092,2.5454545454545454,0.11063232154410252,0.0,167.0,0.2857142857142857,1553.6957573197915,0.7333333333333333,0.7142857142857142,0.2727272727272727,0.42857142857142855,1,-0.036363636363636376,-0.7962962962962963,1559.8500790957944,0.6,0.45751633986928103,0.5869980879541109,1.0,0.2857142857142857,0.6363636363636364,0.31707317073170727,11,0.6363636363636364,0,29.976728268309376,5.75,3.0,9.5,11.75,1500.0,30.5,18.75,0.25,3.25,0.5,0.0,0.0,167.0,0.75,1561.3596353481776,0.26666666666666666,0.25,0.25,0.0,0,0.0,0.01333333333333342,1504.994785960686,1.0,0.38977635782747605,0.7386759581881532,0.0,0.25,0.5,0.6,4,1.0,4,0.8459958932238187,-2.2954545454545454,1.7272727272727275,-3.3181818181818183,-9.568181818181818,59.92480670135069,-11.40909090909091,0.8863636363636367,1.0227272727272727,-1.3409090909090908,2.0454545454545454,0.11063232154410252,0.0,0,-0.4642857142857143,-7.66387802838608,0.4666666666666666,0.4642857142857142,0.022727272727272707,0.42857142857142855,1,-0.036363636363636376,-0.8096296296296297,54.85529313510847,-0.4,0.06773998204180498,-0.15167787023404233,1.0,0.0357142857142857,0.13636363636363635,-0.2829268292682927,7,-0.36363636363636365,-4
Andre Amado,KJ Noons,0,DREAM 13,2010-03-22,2010,26.45037645448323,0.0,0.0,0.0,0.0,1500.0,5.0,31.0,0.0,0.0,2.0,2.9999999999999996,0.0,245.0,0.0,1468.736306793522,0.3333333333333333,0.0,0.5,0.0,2,0.0,0.0,1500.0,0.0,0.2,0.5507246376811594,0.0,0.0,0.0,0.19999999999999996,2,0.0,0,27.288158795345655,5.25,1.75,3.0,2.5,1487.7079213087877,21.5,11.0,0.0,0.0,1.5,0.7708782803122425,0.0,646.0,0.0,1537.137998210848,0.6666666666666666,1.0,0.25,1.0,0,0.0,0.12121212121212133,1528.9724378868227,0.75,0.44559585492227977,0.7283950617283951,0.0,0.0,0.0,0.7272727272727273,4,0.75,3,-0.8377823408624252,-5.25,-1.75,-3.0,-2.5,12.292078691212282,-16.5,20.0,0.0,0.0,0.5,2.229121719687757,0.0,-401,0.0,-68.40169141732599,-0.3333333333333333,-1.0,0.25,-1.0,2,0.0,-0.12121212121212133,-28.972437886822718,-0.75,-0.24559585492227975,-0.17767042404723565,0.0,0.0,0.0,-0.5272727272727273,-2,-0.75,-3
Shamar Bailey,Justin Wilcox,0,Strikeforce Challengers 7,2010-03-26,2010,27.50718685831622,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,1.0,1515.263693206478,0.25,0.0,0.0,0.0,0,0.0,0.0,1484.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,31.039014373716633,0.0,0.0,0.0,0.0,1559.4312421931181,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,97.0,0.5,1520.5613001927945,0.75,0.5,0.0,0.0,0,0.0,0.0,1529.9045147546015,0.6666666666666666,0.2222222222222222,0.7272727272727273,0.0,0.5,0.0,0.0,3,0.6666666666666666,2,-3.531827515400412,0.0,0.0,0.0,0.0,-59.43124219311812,-0.6666666666666666,-1.0,0.0,0.0,0.0,0.0,-0.6666666666666666,42,0.5,-5.297606986316623,-0.5,-0.5,0.0,0.0,0,0.0,0.0,-45.90451475460145,0.33333333333333337,-0.2222222222222222,-0.7272727272727273,1.0,-0.5,0.0,0.0,-2,0.33333333333333337,-1
Zoila Frausto,Miesha Tate,0,Strikeforce Challengers 7,2010-03-26,2010,26.29158110882957,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,1.0,1516.0,0.3333333333333333,0.0,0.0,0.0,0,0.0,0.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,23.603011635865844,5.5,1.0,3.0,1.0,1500.0,16.0,49.5,0.5,2.0,0.0,0.0,182.5,315.0,1.0,1497.9535380514658,0.6666666666666666,0.0,0.0,0.0,1,0.0,0.0,1485.0530915710212,0.5,0.32,0.44692737430167595,0.0,0.0,0.3076923076923077,0.0,2,0.5,0,2.6885694729637244,-5.5,-1.0,-3.0,-1.0,0.0,-16.0,-49.5,-0.5,-2.0,0.0,0.0,-182.5,-175,0.0,18.046461948534215,-0.3333333333333333,0.0,0.0,0.0,-1,0.0,0.0,14.946908428978759,0.5,-0.32,-0.44692737430167595,0.0,0.0,-0.3076923076923077,0.0,-1,0.5,1
Luke Stewart,Andre Galvao,0,Strikeforce Challengers 7,2010-03-26,2010,,2.0,1.625,6.875,1.875,1468.3130585888214,15.0,9.375,0.5,1.0,0.25,1.0309144084209627,9.75,490.0,0.0,1555.937774554432,0.8,1.0,-0.125,0.5,1,-0.15000000000000002,0.6000000000000001,1487.3252234355286,0.6,0.5687203791469194,0.5398773006134969,0.0,0.5,0.3333333333333333,0.5,8,0.75,0,27.488021902806295,2.0,7.0,7.5,7.0,1516.9698351712798,16.5,17.0,3.5,0.5,0.5,1.081081081081081,0.0,249.0,0.0,1499.7290953572954,0.2,1.0,-1.0,0.0,1,0.0,0.0,1513.6668894552693,0.5,0.4714285714285714,0.5072463768115942,0.0,1.0,0.2,0.0,2,0.5,0,0.0,0.0,-5.375,-0.625,-5.125,-48.656776582458406,-1.5,-7.625,-3.0,0.5,-0.25,-0.050166672660118206,9.75,241,0.0,56.20867919713669,0.6000000000000001,0.0,0.875,0.5,0,-0.15000000000000002,0.6000000000000001,-26.341666019740615,0.09999999999999998,0.097291807718348,0.03263092380190269,0.0,-0.5,0.1333333333333333,0.5,6,0.25,0
Ricardo Almeida,Matt Brown,1,UFC 111: St-Pierre vs Hardy,2010-03-27,2010,33.322381930184804,5.0,2.111111111111111,7.555555555555555,3.111111111111111,1517.6310466633838,19.77777777777778,14.222222222222221,1.2222222222222223,2.7777777777777777,1.1111111111111112,0.346471966309296,56.888888888888886,231.0,0.6666666666666666,1547.9372180282833,0.6428571428571429,0.3333333333333333,-0.1111111111111111,0.0,0,0.13333333333333341,0.7343750000000002,1510.384421753703,0.8,0.4635416666666667,0.6268221574344024,0.0,0.3333333333333333,0.4166666666666667,0.16666666666666663,9,0.6666666666666666,2,29.207392197125255,11.0,9.6,10.2,2.6,1514.629651363947,32.8,14.4,1.8,0.4,2.2,0.0,-61.599999999999994,133.0,0.0,1532.0379622823198,0.35714285714285715,1.0,0.6,0.75,0,0.0,-0.2129629629629629,1501.100927532365,0.8,0.6007326007326007,0.5714285714285714,0.0,0.25,0.5,0.717948717948718,5,0.8,3,4.114989733059549,-6.0,-7.488888888888889,-2.644444444444444,0.5111111111111111,3.0013952994368083,-13.022222222222219,-0.17777777777777892,-0.5777777777777777,2.3777777777777778,-1.088888888888889,0.346471966309296,118.48888888888888,98,0.6666666666666666,15.8992557459635,0.28571428571428575,-0.6666666666666667,-0.711111111111111,-0.75,0,0.13333333333333341,0.9473379629629631,9.28349422133806,0.0,-0.13719093406593402,0.055393586005831,0.0,0.08333333333333331,-0.08333333333333331,-0.5512820512820513,4,-0.13333333333333341,-1
Tomasz Drwal,Rousimar Palhares,0,UFC 111: St-Pierre vs Hardy,2010-03-27,2010,28.175222450376456,2.0,8.0,6.0,4.25,1609.439147072446,28.75,17.75,0.25,2.25,0.0,0.7708782803122425,98.5,189.0,0.0,1536.4089544272892,0.3076923076923077,1.0,0.0,0.6666666666666666,0,0.0,-0.568075117370892,1528.5259297755845,0.75,0.40636042402826855,0.5773809523809523,0.0,0.3333333333333333,0.6,1.0,4,0.75,3,30.080766598220396,0.8888888888888888,1.0,1.8888888888888888,0.4444444444444444,1616.6371878982236,7.444444444444445,7.111111111111111,1.5555555555555556,2.111111111111111,0.3333333333333333,0.1410429335677981,90.66666666666667,105.0,0.125,1607.6910253881697,0.6923076923076923,0.875,-0.1111111111111111,0.0,0,-0.0888888888888888,1.671875,1533.768781889825,0.8,0.48201438848920863,0.6363636363636364,0.0,0.875,0.4634146341463415,0.0,9,0.8888888888888888,2,-1.9055441478439406,1.1111111111111112,7.0,4.111111111111111,3.8055555555555554,-7.198040825777525,21.305555555555557,10.63888888888889,-1.3055555555555556,0.13888888888888884,-0.3333333333333333,0.6298353467444444,7.833333333333329,84,-0.125,-71.28207096088045,-0.3846153846153846,0.125,0.1111111111111111,0.6666666666666666,0,0.0888888888888888,-2.239950117370892,-5.242852114240577,-0.050000000000000044,-0.07565396446094008,-0.058982683982684025,0.0,-0.5416666666666667,0.1365853658536585,1.0,-5,-0.13888888888888884,1
