fighter_1,fighter_2,result,event,event_date,event_year,f1_age,f1_avg_body_landed,f1_avg_clinch_landed,f1_avg_ground_landed,f1_avg_leg_landed,f1_avg_opp_elo_of_losses,f1_avg_sig_str_landed,f1_avg_sig_str_received,f1_avg_sub_attempts,f1_avg_td_landed,f1_avg_td_received,f1_chin_damage_score,f1_ctrl_time_differential,f1_days_inactive,f1_dec_rate,f1_elo,f1_exp_ratio,f1_finish_rate,f1_kd_differential,f1_ko_rate,f1_lose_streak,f1_momentum,f1_recent_damage_trend,f1_recent_opp_elo,f1_recent_win_rate,f1_sig_str_accuracy,f1_sig_str_defense,f1_southpaw,f1_sub_rate,f1_td_accuracy,f1_td_defense,f1_total_fights,f1_win_rate,f1_win_streak,f2_age,f2_avg_body_landed,f2_avg_clinch_landed,f2_avg_ground_landed,f2_avg_leg_landed,f2_avg_opp_elo_of_losses,f2_avg_sig_str_landed,f2_avg_sig_str_received,f2_avg_sub_attempts,f2_avg_td_landed,f2_avg_td_received,f2_chin_damage_score,f2_ctrl_time_differential,f2_days_inactive,f2_dec_rate,f2_elo,f2_exp_ratio,f2_finish_rate,f2_kd_differential,f2_ko_rate,f2_lose_streak,f2_momentum,f2_recent_damage_trend,f2_recent_opp_elo,f2_recent_win_rate,f2_sig_str_accuracy,f2_sig_str_defense,f2_southpaw,f2_sub_rate,f2_td_accuracy,f2_td_defense,f2_total_fights,f2_win_rate,f2_win_streak,delta_age,delta_avg_body_landed,delta_avg_clinch_landed,delta_avg_ground_landed,delta_avg_leg_landed,delta_avg_opp_elo_of_losses,delta_avg_sig_str_landed,delta_avg_sig_str_received,delta_avg_sub_attempts,delta_avg_td_landed,delta_avg_td_received,delta_chin_damage_score,delta_ctrl_time_differential,delta_days_inactive,delta_dec_rate,delta_elo,delta_exp_ratio,delta_finish_rate,delta_kd_differential,delta_ko_rate,delta_lose_streak,delta_momentum,delta_recent_damage_trend,delta_recent_opp_elo,delta_recent_win_rate,delta_sig_str_accuracy,delta_sig_str_defense,delta_southpaw,delta_sub_rate,delta_td_accuracy,delta_td_defense,delta_total_fights,delta_win_rate,delta_win_streak
John Moraga,Bibulatov Magomed,1,UFC 216: Ferguson vs. Lee,2017-10-07,2017,33.549623545516766,8.181818181818182,6.545454545454546,8.0,6.545454545454546,1563.7308756359494,33.18181818181818,34.81818181818182,0.9090909090909091,0.6363636363636364,2.3636363636363638,0.36580577118557495,-93.9090909090909,119.0,0.3333333333333333,1539.0616703398039,0.9166666666666666,0.6666666666666666,-0.09090909090909091,0.16666666666666666,0,-0.1454545454545454,-0.0330722367275893,1537.6935809791823,0.4,0.4224537037037037,0.5622857142857143,0.0,0.5,0.25925925925925924,0.4222222222222223,11,0.5454545454545454,1,29.125256673511295,10.0,4.0,31.0,5.0,1500.0,51.0,10.0,0.0,2.0,0.0,0.0,435.0,182.0,1.0,1516.705438319095,0.08333333333333333,0.0,0.0,0.0,0,0.0,0.0,1498.6228976471778,1.0,0.4434782608695652,0.6774193548387097,0.0,0.0,0.2857142857142857,0.0,1,1.0,1,4.424366872005471,-1.8181818181818183,2.545454545454546,-23.0,1.5454545454545459,63.73087563594936,-17.81818181818182,24.81818181818182,0.9090909090909091,-1.3636363636363638,2.3636363636363638,0.36580577118557495,-528.9090909090909,-63,-0.6666666666666667,22.35623202070883,0.8333333333333333,0.6666666666666666,-0.09090909090909091,0.16666666666666666,0,-0.1454545454545454,-0.0330722367275893,39.07068333200459,-0.6,-0.02102455716586149,-0.11513364055299546,0.0,0.5,-0.026455026455026454,0.4222222222222223,10,-0.4545454545454546,0
Thales Leites,Brad Tavares,0,UFC 216: Ferguson vs. Lee,2017-10-07,2017,36.0848733744011,2.0555555555555554,2.7777777777777777,6.388888888888889,4.944444444444445,1609.104979581982,25.055555555555557,35.5,0.9444444444444444,1.7777777777777777,0.3333333333333333,0.08033235268276209,125.05555555555557,168.0,0.4166666666666667,1594.7516733926034,0.5625,0.5833333333333334,0.1111111111111111,0.16666666666666666,0,-0.2666666666666666,-0.27699530516431925,1602.7242005316914,0.4,0.4023193577163247,0.5461647727272727,0.0,0.4166666666666667,0.27586206896551724,0.4,18,0.6666666666666666,1,29.796030116358658,7.214285714285714,6.285714285714286,1.2142857142857142,8.285714285714286,1539.518475198362,37.0,30.642857142857142,0.0,1.0714285714285714,1.2142857142857142,0.919501558834561,-7.214285714285722,92.0,0.9,1582.5997891775603,0.4375,0.1,-0.21428571428571427,0.1,0,-0.11428571428571432,-0.23853923853923853,1550.6892186956788,0.6,0.4088397790055249,0.5613496932515337,0.0,0.0,0.3488372093023256,0.734375,14,0.7142857142857143,2,6.288843258042441,-5.158730158730159,-3.507936507936508,5.174603174603175,-3.341269841269842,69.58650438361997,-11.944444444444443,4.857142857142858,0.9444444444444444,0.7063492063492063,-0.8809523809523809,-0.8391692061517989,132.2698412698413,76,-0.48333333333333334,12.151884215043083,0.125,0.4833333333333334,0.32539682539682535,0.06666666666666665,0,-0.15238095238095228,-0.03845606662508072,52.03498183601255,-0.19999999999999996,-0.006520421289200162,-0.015184920524261014,0.0,0.4166666666666667,-0.07297514033680835,-0.334375,4,-0.04761904761904767,-1
King Green,Lando Vannata,0,UFC 216: Ferguson vs. Lee,2017-10-07,2017,31.077344284736483,9.538461538461538,5.6923076923076925,2.3846153846153846,7.3076923076923075,1543.6424509685792,34.76923076923077,26.692307692307693,0.15384615384615385,0.5384615384615384,0.46153846153846156,0.7251780045649483,10.153846153846153,175.0,0.5,1500.0,0.8125,0.5,0.0,0.125,3,-0.2153846153846154,1.0605187319884726,1584.768769988184,0.4,0.49130434782608695,0.6554121151936445,0.0,0.375,0.25925925925925924,0.8181818181818181,13,0.6153846153846154,0,25.56605065023956,9.666666666666666,3.6666666666666665,1.3333333333333333,10.666666666666666,1584.8573238013641,42.0,55.666666666666664,0.0,0.3333333333333333,0.6666666666666666,0.0,9.0,217.0,0.0,1500.0,0.1875,1.0,0.6666666666666666,1.0,1,0.0,0.0,1567.0540437631691,0.3333333333333333,0.4452296819787986,0.48456790123456794,0.0,0.0,0.3333333333333333,0.7142857142857143,3,0.3333333333333333,0,5.511293634496923,-0.12820512820512775,2.025641025641026,1.0512820512820513,-3.3589743589743586,-41.21487283278498,-7.2307692307692335,-28.97435897435897,0.15384615384615385,0.20512820512820512,-0.20512820512820507,0.7251780045649483,1.1538461538461533,-42,0.5,0.0,0.625,-0.5,-0.6666666666666666,-0.875,2,-0.2153846153846154,1.0605187319884726,17.71472622501483,0.06666666666666671,0.046074665847288365,0.17084421395907656,0.0,0.375,-0.07407407407407407,0.10389610389610382,10,0.2820512820512821,0
Walt Harris,Fabricio Werdum,0,UFC 216: Ferguson vs. Lee,2017-10-07,2017,34.327173169062284,5.428571428571429,2.142857142857143,4.285714285714286,2.2857142857142856,1494.358069268083,22.571428571428573,23.285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.7375759506436003,-49.57142857142858,112.0,0.0,1491.0632355133828,0.20588235294117646,1.0,0.5714285714285714,1.0,0,0.17142857142857143,-0.012269938650306678,1495.7363847926606,0.6,0.37799043062200954,0.6287015945330297,1.0,0.0,0.0,0.8,7,0.42857142857142855,2,40.18891170431211,5.222222222222222,6.333333333333333,4.296296296296297,5.851851851851852,1615.4253138177348,34.96296296296296,22.333333333333332,0.8518518518518519,1.1111111111111112,0.8518518518518519,0.6701051286955623,-4.370370370370367,91.0,0.25,1685.29402093153,0.7941176470588235,0.75,-0.037037037037037035,0.3,1,-0.14074074074074072,0.16417910447761197,1633.6384125769039,0.6,0.5086206896551724,0.5821205821205822,0.0,0.45,0.3125,0.34285714285714286,27,0.7407407407407407,0,-5.8617385352498275,0.2063492063492065,-4.19047619047619,-0.010582010582011137,-3.5661375661375665,-121.06724454965183,-12.391534391534389,0.9523809523809526,-0.7089947089947091,-1.1111111111111112,-0.4232804232804233,0.067470821948038,-45.20105820105821,21,-0.25,-194.2307854181472,-0.588235294117647,0.25,0.6084656084656084,0.7,-1,0.31216931216931215,-0.17644904312791865,-137.90202778424327,0.0,-0.13063025903316283,0.0465810124124475,1.0,-0.45,-0.3125,0.4571428571428572,-20,-0.31216931216931215,2
Demetrious Johnson,Ray Borg,1,UFC 216: Ferguson vs. Lee,2017-10-07,2017,31.15126625598905,18.263157894736842,20.157894736842106,6.631578947368421,13.68421052631579,1536.923693707863,60.31578947368421,29.63157894736842,0.5789473684210527,3.9473684210526314,2.1052631578947367,0.03640247470714498,105.31578947368422,175.0,0.5625,1696.7663594899984,0.7307692307692307,0.4375,0.15789473684210525,0.125,0,0.1578947368421053,-0.482534043812907,1549.521489225166,1.0,0.5337680484396833,0.6755043227665707,0.0,0.3125,0.539568345323741,0.6460176991150443,19,0.8421052631578947,12,24.175222450376456,5.571428571428571,3.857142857142857,11.571428571428571,0.7142857142857143,1520.5720658195805,19.428571428571427,22.0,1.5714285714285714,2.7142857142857144,0.8571428571428571,0.0,274.1428571428571,210.0,0.6,1550.71706175205,0.2692307692307692,0.4,0.0,0.0,0,0.08571428571428574,0.4696969696969697,1524.3639331930085,0.8,0.48398576512455516,0.5375375375375375,0.0,0.4,0.475,0.6,7,0.7142857142857143,2,6.976043805612594,12.691729323308271,16.30075187969925,-4.93984962406015,12.969924812030076,16.351627888282565,40.88721804511279,7.631578947368421,-0.9924812030075187,1.233082706766917,1.2481203007518795,0.03640247470714498,-168.8270676691729,-35,-0.03749999999999998,146.04929773794834,0.4615384615384615,0.03749999999999998,0.15789473684210525,0.125,0,0.07218045112781957,-0.9522310135098767,25.157556032157572,0.19999999999999996,0.04978228331512813,0.13796678522903316,0.0,-0.08750000000000002,0.064568345323741,0.046017699115044275,12,0.1278195488721804,10
Andre Fili,Artem Lobov,1,UFC Fight Night: Cerrone vs. Till,2017-10-21,2017,27.32375085557837,6.75,3.75,5.5,5.75,1516.3241096885122,35.875,29.5,0.125,1.5,1.5,0.5958685280673164,-15.625,84.0,0.5,1501.9807204813283,0.6153846153846154,0.5,0.125,0.5,1,-0.09999999999999998,0.4124293785310733,1521.7009757600638,0.4,0.3821571238348868,0.5852372583479789,0.0,0.0,0.42857142857142855,0.5555555555555556,8,0.5,0,31.195071868583163,9.0,3.0,1.2,16.2,1535.2336244259686,56.6,80.0,0.0,0.6,1.2,0.22919507028367947,-10.199999999999989,182.0,1.0,1492.8053975156693,0.38461538461538464,0.0,-0.2,0.0,1,0.0,0.24583333333333335,1527.3868125960446,0.4,0.4211309523809524,0.47089947089947093,1.0,0.0,0.3,0.6666666666666667,5,0.4,0,-3.871321013004792,-2.25,0.75,4.3,-10.45,-18.909514737456448,-20.725,-50.5,0.125,0.9,0.30000000000000004,0.3666734577836369,-5.425000000000011,-98,-0.5,9.175322965659007,0.23076923076923078,0.5,0.325,0.5,0,-0.09999999999999998,0.16659604519773996,-5.685836835980808,0.0,-0.03897382854606557,0.11433778744850798,-1.0,0.0,0.12857142857142856,-0.11111111111111116,3,0.09999999999999998,0
Jan Blachowicz,Devin Clark,1,UFC Fight Night: Cerrone vs. Till,2017-10-21,2017,34.65571526351814,11.333333333333334,9.5,10.0,1.6666666666666667,1546.089254948273,42.666666666666664,47.833333333333336,0.16666666666666666,1.0,1.8333333333333333,0.0,-274.5,196.0,0.5,1474.7955013171804,0.6666666666666666,0.5,0.16666666666666666,0.5,2,-0.1333333333333333,0.10104529616724722,1523.9795032646202,0.2,0.5009784735812133,0.4645522388059702,0.0,0.0,0.5454545454545454,0.5,6,0.3333333333333333,0,27.526351813826146,10.0,7.0,13.333333333333334,5.0,1484.736306793522,43.0,30.0,0.3333333333333333,2.0,0.0,1.1234207968901846,182.66666666666669,189.0,1.0,1516.7435950003512,0.3333333333333333,0.0,0.0,0.0,0,0.0,0.0,1500.11000556842,0.6666666666666666,0.5657894736842105,0.4674556213017751,0.0,0.0,0.42857142857142855,1.0,3,0.6666666666666666,2,7.1293634496919935,1.333333333333334,2.5,-3.333333333333334,-3.333333333333333,61.35294815475095,-0.3333333333333357,17.833333333333336,-0.16666666666666666,-1.0,1.8333333333333333,-1.1234207968901846,-457.1666666666667,7,-0.5,-41.94809368317078,0.3333333333333333,0.5,0.16666666666666666,0.5,2,-0.1333333333333333,0.10104529616724722,23.869497696200142,-0.4666666666666666,-0.06481100010299723,-0.002903382495804907,0.0,0.0,0.11688311688311687,-0.5,3,-0.3333333333333333,-2
Damian Stasiak,Brian Kelleher,0,UFC Fight Night: Cerrone vs. Till,2017-10-21,2017,27.665982203969882,3.25,0.75,1.75,1.5,1504.6935369820094,17.5,29.5,0.75,2.25,1.75,0.0,-84.5,146.0,0.0,1500.4774078908947,0.6666666666666666,1.0,0.0,0.0,1,0.0,0.14124293785310726,1502.5316343564054,0.5,0.32407407407407407,0.549618320610687,0.0,1.0,0.47368421052631576,0.5,4,0.5,0,31.173169062286107,2.5,1.5,0.0,2.0,1516.0701963657627,6.0,8.5,0.5,0.5,0.5,0.0,24.0,91.0,0.0,1503.5102792531097,0.3333333333333333,1.0,0.0,0.0,1,0.0,0.0,1548.6760484023525,0.5,0.3870967741935484,0.6046511627906976,0.5,1.0,0.3333333333333333,0.0,2,0.5,0,-3.5071868583162242,0.75,-0.75,1.75,-0.5,-11.37665938375335,11.5,21.0,0.25,1.75,1.25,0.0,-108.5,55,0.0,-3.032871362215019,0.3333333333333333,0.0,0.0,0.0,0,0.0,0.14124293785310726,-46.14441404594709,0.0,-0.0630227001194743,-0.05503284218001059,-0.5,0.0,0.14035087719298245,0.5,2,0.0,0
Josh Emmett,Felipe Arantes,1,UFC Fight Night: Cerrone vs. Till,2017-10-21,2017,32.63244353182751,15.666666666666666,11.666666666666666,1.6666666666666667,13.333333333333334,1500.0,60.666666666666664,58.333333333333336,0.3333333333333333,2.6666666666666665,1.3333333333333333,0.0,1.0,196.0,1.0,1515.689718853937,0.23076923076923078,0.0,0.0,0.0,1,0.0,0.0,1514.6205225405654,0.6666666666666666,0.4008810572687225,0.6376811594202898,0.0,0.0,0.5333333333333333,0.4285714285714286,3,0.6666666666666666,0,29.697467488021903,5.6,2.4,7.9,5.5,1511.1314382173746,29.1,27.8,0.7,0.9,2.2,0.0,-86.69999999999999,350.0,0.4,1515.5022003239733,0.7692307692307693,0.6000000000000001,0.1,0.2,1,0.09999999999999998,-0.43645083932853723,1506.8782093059879,0.6,0.49072512647554806,0.633245382585752,0.0,0.4,0.5625,0.42105263157894735,10,0.5,0,2.9349760438056087,10.066666666666666,9.266666666666666,-6.233333333333333,7.833333333333334,-11.13143821737458,31.566666666666663,30.533333333333335,-0.36666666666666664,1.7666666666666666,-0.8666666666666669,0.0,87.69999999999999,-154,0.6,0.18751852996365415,-0.5384615384615385,-0.6000000000000001,-0.1,-0.2,0,-0.09999999999999998,0.43645083932853723,7.742313234577523,0.06666666666666665,-0.08984406920682558,0.004435776834537775,0.0,-0.4,-0.029166666666666674,0.007518796992481258,-7,0.16666666666666663,0
Donald Cerrone,Darren Till,0,UFC Fight Night: Cerrone vs. Till,2017-10-21,2017,34.56536618754278,9.6,4.0,3.657142857142857,11.0,1574.6158520247038,40.542857142857144,38.885714285714286,1.0,0.8571428571428571,0.8571428571428571,0.9779214852939642,-1.2571428571428669,84.0,0.32,1660.1030324229953,0.8974358974358975,0.6799999999999999,0.3714285714285714,0.32,2,-0.11428571428571432,0.7572863090864559,1594.9777856837081,0.6,0.4793918918918919,0.5409780775716695,0.0,0.36,0.379746835443038,0.7115384615384616,35,0.7142857142857143,0,24.824093086926762,5.25,3.25,10.5,5.25,1553.792271945479,38.5,42.0,0.0,0.75,0.5,0.0,16.75,49.0,0.6666666666666666,1560.4293321832129,0.10256410256410256,0.3333333333333333,0.5,0.3333333333333333,0,0.0,0.1587301587301586,1520.5676090146585,0.75,0.5403508771929825,0.6387096774193548,1.0,0.0,0.3333333333333333,0.8666666666666667,4,0.75,2,9.741273100616016,4.35,0.75,-6.842857142857143,5.75,20.82358007922494,2.0428571428571445,-3.114285714285714,1.0,0.1071428571428571,0.3571428571428571,0.9779214852939642,-18.007142857142867,35,-0.3466666666666666,99.67370023978242,0.7948717948717949,0.3466666666666666,-0.12857142857142861,-0.013333333333333308,2,-0.11428571428571432,0.5985561503562973,74.41017666904963,-0.15000000000000002,-0.06095898530109056,-0.09773159984768531,-1.0,0.36,0.046413502109704685,-0.15512820512820513,31,-0.0357142857142857,-2
Demian Maia,Colby Covington,0,UFC Fight Night: Brunson vs. Machida,2017-10-28,2017,39.97535934291581,3.1538461538461537,2.6153846153846154,10.538461538461538,1.5,1624.1719658535746,21.615384615384617,21.115384615384617,0.9230769230769231,2.3076923076923075,0.4230769230769231,0.18399230509727463,224.19230769230768,91.0,0.47368421052631576,1679.9788128171092,0.7647058823529411,0.5263157894736842,-0.07692307692307693,0.05263157894736842,1,0.06923076923076932,0.5312689738919247,1614.264207128743,0.8,0.444972288202692,0.6171548117154811,1.0,0.47368421052631576,0.2857142857142857,0.65625,26,0.7307692307692307,0,29.68104038329911,5.25,4.875,8.375,3.875,1562.6271048586202,28.75,15.375,0.25,5.125,0.25,0.0,458.625,133.0,0.42857142857142855,1613.7231624490673,0.23529411764705882,0.5714285714285714,0.125,0.2857142857142857,0,-0.07499999999999996,0.5826558265582655,1546.4055522945011,0.8,0.5021834061135371,0.61198738170347,0.0,0.2857142857142857,0.5394736842105263,0.5,8,0.875,4,10.2943189596167,-2.0961538461538463,-2.2596153846153846,2.1634615384615383,-2.375,61.54486099495443,-7.134615384615383,5.740384615384617,0.6730769230769231,-2.8173076923076925,0.17307692307692307,0.18399230509727463,-234.43269230769232,-42,0.045112781954887216,66.25565036804187,0.5294117647058822,-0.045112781954887216,-0.20192307692307693,-0.23308270676691728,1,0.14423076923076927,-0.0513868526663408,67.85865483424186,0.0,-0.057211117910845044,0.005167430012011143,1.0,0.18796992481203006,-0.25375939849624063,0.15625,18,-0.14423076923076927,-4
John Lineker,Marlon Vera,1,UFC Fight Night: Brunson vs. Machida,2017-10-28,2017,27.378507871321013,19.76923076923077,4.846153846153846,6.230769230769231,4.6923076923076925,1539.390416741446,55.76923076923077,45.07692307692308,0.46153846153846156,0.46153846153846156,1.2307692307692308,0.0,-71.46153846153845,302.0,0.4,1598.5439645766248,0.6842105263157895,0.6,0.7692307692307693,0.5,1,0.03076923076923077,0.37542662116040937,1558.3987641304354,0.8,0.39104638619201726,0.5513016845329249,0.0,0.1,0.6,0.6734693877551021,13,0.7692307692307693,0,24.903490759753595,7.333333333333333,3.0,7.666666666666667,5.0,1492.0,30.166666666666668,37.0,1.3333333333333333,0.5,1.0,0.0,-164.16666666666669,98.0,0.25,1532.2362595669913,0.3157894736842105,0.75,0.3333333333333333,0.25,0,0.13333333333333341,-0.05405405405405406,1497.8993186191237,0.8,0.4525,0.49082568807339455,0.5,0.5,0.3,0.75,6,0.6666666666666666,3,2.4750171115674178,12.435897435897438,1.8461538461538458,-1.4358974358974361,-0.3076923076923075,47.39041674144596,25.6025641025641,8.07692307692308,-0.8717948717948717,-0.038461538461538436,0.23076923076923084,0.0,92.70512820512823,204,0.15000000000000002,66.30770500963354,0.368421052631579,-0.15000000000000002,0.43589743589743596,0.25,1,-0.10256410256410264,0.4294806752144634,60.499445511311706,0.0,-0.061453613807982754,0.06047599645953039,-0.5,-0.4,0.3,-0.07653061224489788,7,0.10256410256410264,-3
Jarred Brooks,Deiveson Figueiredo,0,UFC Fight Night: Brunson vs. Machida,2017-10-28,2017,24.490075290896645,7.0,2.0,5.0,5.0,1500.0,27.0,31.0,1.0,5.0,1.0,0.0,182.0,91.0,1.0,1515.263693206478,0.5,0.0,0.0,0.0,0,0.0,0.0,1484.0,1.0,0.3375,0.6436781609195402,0.5,0.0,0.625,0.5,1,1.0,1,29.861738535249827,6.0,1.0,8.0,1.0,1500.0,17.0,16.0,4.0,2.0,0.0,0.0,172.0,147.0,0.0,1517.3148370052932,0.5,1.0,1.0,1.0,0,0.0,0.0,1528.6158545582052,1.0,0.6538461538461539,0.6,0.0,0.0,0.6666666666666666,0.0,1,1.0,1,-5.371663244353183,1.0,1.0,-3.0,4.0,0.0,10.0,15.0,-3.0,3.0,1.0,0.0,10.0,-56,1.0,-2.0511437988152466,0.0,-1.0,-1.0,-1.0,0,0.0,0.0,-44.61585455820523,0.0,-0.31634615384615383,0.04367816091954024,0.5,0.0,-0.04166666666666663,0.5,0,0.0,0
Pedro Munhoz,Rob Font,1,UFC Fight Night: Brunson vs. Machida,2017-10-28,2017,31.140314852840522,6.571428571428571,2.0,1.1428571428571428,9.428571428571429,1527.4222155764166,33.142857142857146,44.285714285714285,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,4.0,153.0,0.25,1538.1471308894636,0.5833333333333334,0.75,0.0,0.25,0,0.02857142857142858,-0.2021505376344085,1509.6831611229711,0.6,0.3979416809605489,0.5931758530183727,0.0,0.5,0.23076923076923078,0.5714285714285714,7,0.5714285714285714,3,30.34360027378508,8.6,5.8,3.6,4.8,1570.663997301617,40.0,29.4,0.8,0.8,0.8,0.0,24.400000000000006,112.0,0.0,1562.5705223413806,0.4166666666666667,1.0,0.6,0.75,0,0.0,0.383219954648526,1520.1340021270921,0.8,0.4716981132075472,0.6474820143884892,0.0,0.25,0.3076923076923077,0.19999999999999996,5,0.8,2,0.7967145790554433,-2.0285714285714285,-3.8,-2.4571428571428573,4.628571428571429,-43.241781725200326,-6.857142857142854,14.885714285714286,0.05714285714285705,0.05714285714285705,0.05714285714285705,0.0,-20.400000000000006,41,0.25,-24.42339145191704,0.16666666666666669,-0.25,-0.6,-0.5,0,0.02857142857142858,-0.5853704922829345,-10.450841004121003,-0.20000000000000007,-0.0737564322469983,-0.05430616137011646,0.0,0.25,-0.07692307692307693,0.37142857142857144,2,-0.22857142857142865,1
Hacran Dias,Jared Gordon,0,UFC Fight Night: Brunson vs. Machida,2017-10-28,2017,33.36618754277892,4.0,3.0,3.857142857142857,6.571428571428571,1556.6010322574457,31.0,42.285714285714285,0.42857142857142855,2.857142857142857,1.4285714285714286,0.6940534220167757,44.14285714285717,392.0,1.0,1497.4359732349067,0.875,0.0,-0.5714285714285714,0.0,2,-0.028571428571428525,0.30067567567567566,1548.649916285218,0.4,0.4437627811860941,0.5601783060921248,0.0,0.0,0.4166666666666667,0.7777777777777778,7,0.42857142857142855,0,29.141683778234086,5.0,4.0,36.0,8.0,1500.0,67.0,16.0,0.0,4.0,0.0,0.0,280.0,125.0,0.0,1516.0,0.125,1.0,0.0,1.0,0,0.0,0.0,1500.0,1.0,0.5537190082644629,0.7948717948717949,0.0,0.0,0.6666666666666666,0.0,1,1.0,1,4.224503764544831,-1.0,-1.0,-32.142857142857146,-1.4285714285714288,56.601032257445695,-36.0,26.285714285714285,0.42857142857142855,-1.1428571428571428,1.4285714285714286,0.6940534220167757,-235.85714285714283,267,1.0,-18.56402676509333,0.75,-1.0,-0.5714285714285714,-1.0,2,-0.028571428571428525,0.30067567567567566,48.64991628521807,-0.6,-0.10995622707836877,-0.2346934887796701,0.0,0.0,-0.24999999999999994,0.7777777777777778,6,-0.5714285714285714,-1
Jim Miller,Francisco Trinaldo,0,UFC Fight Night: Brunson vs. Machida,2017-10-28,2017,34.16290212183436,6.481481481481482,5.518518518518518,4.666666666666667,6.0,1573.6762733495598,30.59259259259259,30.59259259259259,1.4444444444444444,1.2222222222222223,1.3333333333333333,0.14071865583535073,-19.0,112.0,0.47058823529411764,1589.2888379079723,0.6428571428571429,0.5294117647058824,0.07407407407407407,0.17647058823529413,2,-0.029629629629629672,1.320823244552058,1583.8961391712087,0.6,0.39922667955534075,0.6038369304556355,1.0,0.35294117647058826,0.4177215189873418,0.48571428571428577,27,0.6296296296296297,0,39.17864476386037,9.6,7.4,6.266666666666667,4.8,1545.5573061129144,37.06666666666667,25.4,0.4,0.8,1.4,0.11874815209606877,-9.0,231.0,0.5454545454545454,1598.8976381458367,0.35714285714285715,0.45454545454545453,0.13333333333333336,0.2727272727272727,1,0.06666666666666676,0.299212598425197,1551.8343263465533,0.8,0.46959459459459457,0.6027111574556829,1.0,0.18181818181818182,0.4,0.625,15,0.7333333333333333,0,-5.015742642026012,-3.118518518518518,-1.8814814814814822,-1.5999999999999996,1.2000000000000002,28.118967236645403,-6.474074074074078,5.192592592592593,1.0444444444444443,0.4222222222222223,-0.06666666666666665,0.021970503739281957,-10.0,-119,-0.07486631016042777,-9.608800237864443,0.28571428571428575,0.07486631016042783,-0.05925925925925929,-0.09625668449197858,1,-0.09629629629629644,1.021610646126861,32.06181282465536,-0.20000000000000007,-0.07036791503925383,0.0011257729999525345,0.0,0.17112299465240643,0.017721518987341756,-0.13928571428571423,12,-0.10370370370370363,0
Antonio Carlos Junior,Jack Marshman,1,UFC Fight Night: Brunson vs. Machida,2017-10-28,2017,27.619438740588638,5.0,2.75,6.875,2.875,1523.9707271948398,22.125,23.0,0.75,3.0,0.75,0.3798661866429142,159.5,147.0,0.4,1547.9970858346485,0.7272727272727273,0.6,0.0,0.0,0,-0.025000000000000022,-0.246376811594203,1500.9624061839954,0.6,0.44139650872817954,0.5269922879177378,0.0,0.6,0.4528301886792453,0.5714285714285714,8,0.625,3,27.857631759069132,6.0,1.0,3.3333333333333335,3.6666666666666665,1524.7220400458266,41.0,48.666666666666664,0.0,0.0,1.3333333333333333,1.3216715257531584,-152.33333333333331,104.0,0.5,1503.7065698303124,0.2727272727272727,0.5,0.6666666666666667,0.5,0,0.0,0.0,1523.9365245881252,0.6666666666666666,0.3474576271186441,0.5743440233236152,0.0,0.0,0.0,0.19999999999999996,3,0.6666666666666666,1,-0.23819301848049435,-1.0,1.75,3.5416666666666665,-0.7916666666666665,-0.7513128509867784,-18.875,-25.666666666666664,0.75,3.0,-0.5833333333333333,-0.9418053391102441,311.8333333333333,43,-0.09999999999999998,44.29051600433604,0.4545454545454546,0.09999999999999998,-0.6666666666666667,-0.5,0,-0.025000000000000022,-0.246376811594203,-22.97411840412974,-0.06666666666666665,0.09393888160953545,-0.04735173540587745,0.0,0.6,0.4528301886792453,0.37142857142857144,5,-0.04166666666666663,2
Max Griffin,Elizeu Zaleski dos Santos,0,UFC Fight Night: Brunson vs. Machida,2017-10-28,2017,31.912388774811774,1.5,0.5,6.0,1.0,1548.7528256731955,14.0,14.5,0.5,0.0,3.0,1.3783783783783783,-294.0,357.0,0.0,1488.224476838236,0.3333333333333333,1.0,0.0,1.0,0,0.0,0.0,1523.9931425117506,0.5,0.4307692307692308,0.4528301886792453,0.0,0.0,0.0,0.33333333333333337,2,0.5,1,30.88021902806297,12.5,17.0,1.75,7.25,1516.0,61.5,44.0,0.75,0.5,3.75,0.0,-118.75,98.0,0.6666666666666666,1533.2073818509436,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0,0.0,0.022727272727272707,1498.9905088706873,0.75,0.39935064935064934,0.6231263383297645,0.0,0.0,0.15384615384615385,0.375,4,0.75,3,1.032169746748803,-11.0,-16.5,4.25,-6.25,32.7528256731955,-47.5,-29.5,-0.25,-0.5,-0.75,1.3783783783783783,-175.25,259,-0.6666666666666666,-44.98290501270776,-0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0,0.0,-0.022727272727272707,25.002633641063312,-0.25,0.03141858141858145,-0.1702961496505192,0.0,0.0,-0.15384615384615385,-0.04166666666666663,-2,-0.25,-2
